Sort,Station name,"Three Letter Code
(TLC)",National Location Code (NLC),Region,Local authority: district or unitary,Apr 1997 to Mar 1998,Apr 1998 to Mar 1999,Apr 1999 to Mar 2000,Apr 2000 to Mar 2001,Apr 2001 to Mar 2002,Apr 2002 to Mar 2003,Apr 2003 to Mar 2004,Apr 2004 to Mar 2005,Apr 2005 to Mar 2006,Apr 2006 to Mar 2007,Apr 2007 to Mar 2008,Apr 2008 to Mar 2009,Apr 2009 to Mar 2010,Apr 2010 to Mar 2011,Apr 2011 to Mar 2012,Apr 2012 to Mar 2013,Apr 2013 to Mar 2014,Apr 2014 to Mar 2015,Apr 2015 to Mar 2016,Apr 2016 to Mar 2017,Apr 2017 to Mar 2018,Apr 2018 to Mar 2019,Apr 2019 to Mar 2020,Apr 2020 to Mar 2021,Apr 2021 to Mar 2022,Apr 2022 to Mar 2023 [b],Apr 2023 to Mar 2024,Apr 2024 to Mar 2025
2187,Southend East,SOE,7457,East of England,Southend-on-Sea,"447,917","455,753","495,312","552,852","533,340","631,292",[x],"769,329","797,470","1,317,735","1,459,202","1,616,571","1,709,329","1,875,125","1,708,948","1,767,766","1,902,026","1,662,180","1,760,908","1,723,876","1,926,843","1,955,250","1,578,350","513,790","1,011,102","1,158,264","1,159,712","1,272,114"
2188,Southend Victoria,SOV,7420,East of England,Southend-on-Sea,"785,457","880,292","885,537","990,288","996,505","971,587",[x],"1,369,216","1,719,370","4,139,144","3,965,669","3,949,945","3,718,148","3,746,115","3,656,326","3,640,338","3,726,874","1,358,773","1,439,480","1,877,587","2,098,651","2,129,590","1,719,086","559,604","1,101,256","1,261,540","1,263,120","1,385,546"
2189,Southminster,SMN,6890,East of England,Maldon,"107,327","117,869","143,738","151,767","148,273","151,921",[x],"136,072","135,017","133,554","126,112","128,090","128,870","142,274","132,138","133,818","144,010","147,702","151,942","148,402","136,904","128,666","129,226","18,520","71,102","78,294","85,992","93,504"
2190,Southport,SOP,2262,North West,Sefton,"1,271,471","1,298,374","1,373,848","1,242,026","1,064,985","1,080,767",[x],"1,549,576","1,582,115","1,669,056","1,681,444","3,094,576","2,949,656","2,886,448","2,675,304","2,496,384","3,980,176","4,129,340","4,147,064","4,240,372","4,140,152","4,271,792","4,710,560","1,266,712","3,094,396","3,339,582","3,481,446","3,788,568"
2191,Southwick,SWK,5286,South East,Adur,"224,247","237,671","235,869","218,729","222,764","211,886",[x],"244,037","252,079","294,247","308,047","324,794","339,758","359,506","365,522","361,758","360,094","377,978","362,072","261,172","293,258","346,866","359,716","126,558","261,704","282,992","289,360","342,014"
2192,Sowerby Bridge,SOW,8527,Yorkshire and The Humber,Calderdale,"113,093","120,409","132,781","122,964","104,040","112,155",[x],"159,885","168,942","178,409","202,159","255,378","258,918","298,254","322,070","348,092","351,652","383,844","391,766","408,926","393,192","371,668","409,938","91,060","273,896","338,714","372,672","417,306"
2193,Spalding,SPA,6388,East Midlands,South Holland,"140,918","142,095","155,411","160,505","170,760","168,762",[x],"181,242","173,735","176,925","173,657","186,394","197,072","183,278","173,090","166,112","171,960","171,274","185,396","189,884","188,588","193,034","176,342","44,986","134,834","166,860","186,122","207,774"
2194,Spean Bridge,SBR,8836,Scotland,Highland,"4,878","4,156","4,846","5,092","5,118","5,080",[x],"5,911","5,725","6,361","6,345","6,570","6,312","6,386","6,960","6,558","6,808","7,240","7,332","6,262","7,444","7,452","7,832",946,"4,836","5,932","7,850","7,516"
2195,Spital,SPI,2199,North West,Wirral,"172,053","186,526","206,619","204,443","200,575","197,763",[x],"202,880","208,910","203,991","203,712","330,810","311,300","321,182","318,984","310,120","439,210","470,258","469,750","432,778","419,146","451,286","482,708","118,590","297,482","359,094","393,924","377,240"
2196,Spondon,SPO,1699,East Midlands,Derby,"15,561","14,503","15,409","14,084","12,295","9,997",[x],"6,349","7,326","9,525","11,065","12,240","15,084","16,382","19,828","20,102","21,920","26,330","25,478","23,476","25,090","18,726","20,908","7,164","8,400","8,536","24,486","47,006"
2197,Spooner Row,SPN,7379,East of England,South Norfolk,343,418,529,322,257,137,[x],162,260,318,493,718,616,640,338,264,388,490,664,"1,256","1,628","1,344",276,74,320,382,698,686
2198,Spring Road,SRI,4535,West Midlands,Birmingham,"67,953","67,654","66,949","64,348","61,882","64,583",[x],"77,445","78,642","82,764","77,010","166,774","165,482","169,758","154,398","156,988","164,778","160,802","162,970","160,664","171,772","183,240","194,170","58,972","107,280","121,042","138,586","162,146"
2199,Springburn,SPR,9997,Scotland,Glasgow City,"138,972","150,475","190,437","228,819","182,713","142,566",[x],"203,452","231,293","235,121","235,075","279,444","307,576","320,030","337,330","358,696","378,144","415,716","418,648","431,186","460,446","397,018","400,816","84,214","193,124","259,022","339,926","386,114"
2200,Springfield,SPF,9175,Scotland,Fife,"1,197","1,108",911,"1,175",603,725,[x],"1,076","1,091",776,844,680,860,708,772,646,680,918,702,878,"1,170","1,622","1,672",254,880,"1,190","1,144","1,438"
2201,Squires Gate,SQU,2666,North West,Fylde,"10,387","12,301","12,897","13,874","12,493","9,916",[x],"13,699","14,815","16,655","17,986","18,914","19,514","22,344","21,306","20,394","23,312","21,524","19,884","19,972","16,704","18,054","23,964","7,988","25,082","25,534","27,920","27,524"
2202,St Albans Abbey,SAA,1562,East of England,St Albans,"174,434","166,502","185,450","172,464","172,065","163,207",[x],"174,769","187,112","207,646","222,482","217,520","177,470","184,768","198,988","194,930","180,444","141,864","165,202","164,964","169,036","166,758","161,096","21,866","58,328","111,124","117,888","149,394"
2203,St Albans City,SAC,1548,East of England,St Albans,"3,608,457","4,623,332","5,094,529","5,277,219","5,320,857","5,383,592",[x],"5,340,557","5,634,883","6,041,426","6,337,923","6,273,972","5,986,632","6,263,382","6,509,212","6,887,912","7,157,671","7,474,130","7,451,430","7,396,964","7,367,008","7,560,310","7,375,158","1,345,984","3,876,706","5,572,152","6,318,690","6,668,998"
2204,St Andrews Road,SAR,3252,South West,"Bristol, City of","3,917","3,922","5,075","4,136","3,433","3,021",[x],"4,969","8,008","5,518","3,183","3,582","3,942","4,328","6,072","9,910","13,376","11,184","7,374","6,522","5,516","4,724","5,728","4,910","7,164","17,322","34,554","81,974"
2205,St Annes-On-The-Sea,SAS,2672,North West,Fylde,"126,987","132,571","133,794","135,338","125,958","106,149",[x],"117,674","126,059","123,962","128,362","121,938","117,476","123,100","128,206","128,088","132,262","131,166","125,146","132,884","112,282","114,328","138,144","34,144","118,662","133,022","142,710","147,988"
2206,St Austell,SAU,3534,South West,Cornwall,"218,931","229,032","238,316","227,549","257,105","266,676",[x],"275,056","281,545","314,613","360,482","388,878","395,222","436,440","466,926","469,074","461,194","467,806","464,000","472,538","460,788","460,130","459,400","149,608","385,110","431,288","478,834","525,828"
2207,St Bees,SBS,2002,North West,Cumberland,"27,749","25,223","28,672","25,375","25,301","27,103",[x],"27,646","31,222","33,578","38,542","34,950","45,986","49,410","50,842","49,186","54,146","61,174","52,270","51,114","46,734","61,020","77,134","18,858","60,280","71,390","79,482","84,302"
2208,St Budeaux Ferry Road,SBF,3590,South West,Plymouth,"1,357","1,169","1,097",907,"1,014",987,[x],969,"1,015","1,037","1,199","1,132","1,540","2,326","3,552","3,822","4,754","3,926","2,980","3,976","2,680","3,092","2,348","1,068","2,444","2,508","4,594","4,484"
2209,St Budeaux Victoria Road,SBV,3592,South West,Plymouth,"4,991","5,019","5,551","5,810","6,402","5,451",[x],"5,818","6,146","5,264","5,193","5,666","7,026","6,942","7,780","7,918","8,606","10,332","10,376","8,034","7,968","9,376","8,928","3,476","6,516","8,098","10,190","11,864"
2210,St Columb Road,SCR,3536,South West,Cornwall,"2,131","1,879","1,474",832,"1,014",813,[x],733,"1,031","1,390",783,"1,148","1,590","1,966","1,792","1,548","2,188","1,904","1,684","1,878","1,858","1,936","1,840","1,200","2,662","2,794","3,396","3,542"
2211,St Denys,SDN,5914,South East,Southampton,"138,140","141,647","146,984","157,566","155,909","163,983",[x],"190,919","195,289","202,254","207,128","218,772","213,904","235,356","247,418","262,794","288,956","298,364","318,044","306,040","293,400","279,642","253,520","68,914","147,764","175,824","208,102","232,936"
2212,St Erth,SER,3537,South West,Cornwall,"53,816","57,343","58,747","57,464","63,759","71,406",[x],"90,541","88,341","67,004","68,230","75,026","75,248","120,770","202,280","206,166","199,852","204,806","257,802","251,858","261,664","271,234","290,834","136,176","385,710","364,854","396,262","444,754"
2213,St Germans,SGM,3586,South West,Cornwall,"29,399","26,385","25,970","26,072","28,736","25,681",[x],"24,926","28,228","29,540","29,073","37,718","38,258","44,758","51,022","52,958","54,738","57,102","58,676","60,320","57,066","56,698","58,254","17,770","54,130","64,782","67,330","75,942"
2214,St Helens Central,SNH,2341,North West,St. Helens,"370,097","384,406","416,960","419,642","403,913","366,598",[x],"424,008","445,007","412,916","410,670","671,504","684,958","723,810","722,470","674,018","1,096,844","1,043,808","1,140,198","1,166,728","1,301,484","657,274","723,948","207,572","513,828","536,754","619,262","669,452"
2215,St Helens Junction,SHJ,2340,North West,St. Helens,"144,012","142,175","154,410","141,613","123,126","117,651",[x],"153,545","189,893","197,611","187,794","237,394","229,662","256,598","260,340","251,576","344,124","359,030","385,966","385,260","413,616","212,050","200,212","43,018","124,422","163,174","194,372","206,320"
2216,St Helier (London),SIH,5290,London,Merton,"24,016","34,624","53,385","51,849","53,147","49,022",[x],"48,645","53,088","111,026","171,141","140,430","120,348","150,520","178,216","192,132","224,882","234,078","227,096","183,280","184,618","169,546","189,644","70,548","129,012","140,056","146,116","156,764"
2217,St Ives (Cornwall),SIV,3538,South West,Cornwall,"178,874","165,176","259,302","178,336","201,210","213,397",[x],"220,300","171,281","117,131","139,455","146,946","154,502","258,530","578,226","585,308","595,326","638,754","657,750","659,066","752,654","750,478","706,826","293,880","733,970","720,062","774,928","850,992"
2218,St James Park (Exeter),SJP,5751,South West,Exeter,"25,206","26,173","26,256","27,126","26,515","27,233",[x],"27,477","27,428","31,716","36,354","43,348","46,754","55,910","61,092","64,984","66,330","64,586","72,712","87,804","84,214","88,760","96,282","34,950","105,674","122,814","142,508","145,446"
2219,St James Street (Walthamstow),SJS,6973,London,Waltham Forest,"308,520","540,519","523,872","498,726","560,040","578,634",[x],"379,599","333,283","609,645","682,455","550,400","509,292","666,144","747,530","801,458","869,154","970,494","1,016,152","1,159,376","1,132,342","1,183,914","1,161,714","459,938","982,332","1,247,500","1,558,662","1,551,778"
2220,St Johns (London),SAJ,5059,London,Lewisham,"223,459","293,434","357,046","340,098","311,912","316,024",[x],"255,044","261,374","479,015","600,651","584,522","583,466","661,116","696,216","714,084","788,676","867,042","941,100","732,794","681,664","1,000,764","1,038,558","266,982","645,608","724,852","805,148","842,382"
2221,St Keyne Wishing Well Halt,SKN,3572,South West,Cornwall,738,789,923,757,836,"1,150",[x],"1,053",606,618,614,984,936,"1,072","1,062",980,"1,362","1,986","1,582","1,530","1,302","1,334","1,070",360,"1,500","1,524","1,506","1,586"
2222,St Leonards Warrior Square,SLQ,5239,South East,Hastings,"428,117","466,454","433,188","443,181","479,092","479,772",[x],"529,205","548,156","569,259","658,820","661,766","652,910","678,678","665,634","655,498","677,138","734,358","759,176","650,712","740,926","820,252","823,284","285,146","710,690","803,504","879,970","1,001,396"
2223,St Margarets (Herts),SMT,6821,East of England,East Hertfordshire,"231,528","275,567","310,279","307,820","302,998","294,763",[x],"302,701","300,745","306,446","313,656","315,202","244,574","286,948","324,960","351,624","350,808","355,530","351,450","376,376","369,706","365,922","364,990","89,100","232,120","267,988","325,090","350,664"
2224,St Margarets (London),SMG,5604,London,Richmond upon Thames,"594,591","811,691","830,216","823,197","756,638","776,121",[x],"781,189","762,648","1,528,005","1,623,598","1,546,360","1,504,292","1,602,072","1,655,942","1,719,142","1,738,274","1,745,024","1,510,228","1,454,656","1,368,440","1,412,636","1,320,486","280,862","650,478","819,582","946,426","1,014,718"
2225,St Mary Cray,SMY,5073,London,Bromley,"815,515","991,357","1,046,714","1,071,231","979,821","975,836",[x],"1,058,840","1,050,117","1,440,450","1,577,726","1,501,932","1,427,092","1,470,426","1,444,310","1,461,484","1,603,724","1,807,136","1,805,752","1,802,416","1,803,226","1,786,944","1,669,976","519,822","1,063,644","1,142,452","1,268,180","1,334,744"
2226,St Michaels,STM,2248,North West,Liverpool,"201,573","194,936","195,182","199,379","181,352","195,408",[x],"289,183","365,547","360,976","378,944","562,860","506,288","469,570","466,728","387,532","873,112","936,740","977,510","1,006,394","1,010,820","1,128,708","1,308,664","349,670","785,816","950,870","1,116,016","1,015,344"
2227,St Neots,SNO,6110,East of England,Huntingdonshire,"495,479","569,762","619,343","639,865","677,769","715,993",[x],"768,708","822,064","888,971","979,356","1,029,338","1,001,248","1,091,388","1,138,698","1,181,134","1,214,383","1,272,152","1,340,514","1,351,480","1,337,940","1,325,534","1,261,664","246,330","672,958","886,088","959,298","1,081,866"
2228,Stafford,STA,1268,West Midlands,Stafford,"910,675","1,103,120","1,008,949","938,359","1,019,286","969,911",[x],"1,016,196","1,072,661","1,155,373","1,250,054","1,493,852","1,553,692","1,750,054","1,851,172","1,928,964","2,038,160","2,119,250","2,227,660","2,329,490","2,337,628","2,466,462","2,590,836","574,020","1,810,802","1,638,862","2,028,558","2,456,512"
2229,Staines,SNS,5670,South East,Spelthorne,"1,391,802","1,558,642","1,787,437","1,839,167","1,796,228","1,753,518",[x],"2,023,639","2,097,188","2,250,362","2,629,739","2,756,660","2,717,060","2,799,298","2,897,950","2,825,096","2,849,914","2,881,160","2,777,174","2,771,474","2,753,452","2,867,034","2,678,088","592,550","1,618,230","1,979,712","2,080,560","2,371,110"
2230,Stallingborough,SLL,6287,Yorkshire and The Humber,North East Lincolnshire,"9,798","10,157","8,736","8,187","8,358","7,425",[x],"8,074","8,614","8,709","9,397","9,054","9,626","9,784","11,104","11,358","12,434","13,048","10,588","10,602","10,112","9,460","10,180","1,478","4,306","4,268","5,342","6,166"
2231,Stalybridge,SYB,2983,North West,Tameside,"409,094","417,084","470,321","498,692","506,376","523,282",[x],"651,675","687,664","699,931","766,010","894,118","932,976","1,036,004","1,118,212","1,028,260","1,104,882","1,085,716","1,128,900","1,150,886","1,150,298","1,244,122","1,219,638","264,148","666,170","619,346","673,428","840,136"
2232,Stamford (Lincs),SMD,6140,East Midlands,South Kesteven,"186,863","204,025","217,263","212,889","219,965","224,314",[x],"226,026","224,437","260,445","282,778","296,702","287,638","296,430","290,290","314,226","324,813","349,606","355,880","355,532","375,614","384,560","366,652","49,894","227,100","247,698","296,664","343,052"
2233,Stamford Hill,SMH,6968,London,Hackney,"64,366","141,483","137,023","138,667","154,648","171,140",[x],"115,272","101,296","265,335","312,509","275,968","266,550","333,994","373,478","374,466","403,070","454,958","503,130","579,230","542,940","516,942","513,762","218,072","431,102","524,304","695,744","676,276"
2234,Stanford-Le-Hope,SFO,7458,East of England,Thurrock,"663,441","688,355","643,504","684,303","711,792","779,946",[x],"816,214","802,937","856,887","939,067","966,716","923,242","949,022","951,362","992,742","998,168","1,029,894","1,067,586","1,135,044","1,109,214","1,130,456","902,026","263,342","529,374","578,788","610,104","744,904"
2235,Stanlow and Thornton,SNT,2159,North West,Cheshire West and Chester,871,672,173,253,223,382,[x],40,130,326,278,480,490,342,468,260,314,158,88,128,92,46,82,0,44,[z],[z],[z]
2236,Stansted Airport,SSD,6834,East of England,Uttlesford,"1,476,938","1,806,623","2,328,690","2,475,207","2,583,463","2,978,771",[x],"3,822,106","3,799,465","5,370,324","5,521,688","5,241,384","4,458,756","4,074,210","3,723,836","3,692,934","3,685,987","4,501,996","6,012,526","7,632,108","8,934,224","9,773,870","8,474,784","794,992","3,368,742","7,906,474","9,280,540","10,090,904"
2237,Stansted Mountfitchet,SST,6833,East of England,Uttlesford,"257,141","290,247","314,778","315,931","336,458","361,124",[x],"352,267","358,067","354,317","383,993","401,374","363,204","395,658","458,130","485,210","509,178","526,590","540,510","569,860","584,288","599,478","578,766","150,136","406,316","455,236","537,304","551,240"
2238,Staplehurst,SPU,5228,South East,Maidstone,"660,479","678,947","698,243","730,239","744,745","746,272",[x],"814,663","840,190","886,971","933,658","922,704","866,010","879,230","900,520","863,280","848,157","888,016","857,746","851,240","836,502","871,650","855,082","152,152","474,110","612,144","688,210","731,008"
2239,Stapleton Road,SRD,3250,South West,"Bristol, City of","61,678","65,721","63,790","67,503","76,778","77,201",[x],"73,202","86,997","98,446","72,182","103,576","111,532","123,084","129,344","140,390","157,294","178,114","179,872","183,780","179,780","168,674","205,224","65,722","147,770","211,718","273,772","305,052"
2240,Starbeck,SBE,8221,Yorkshire and The Humber,North Yorkshire,"130,952","133,294","137,604","125,034","113,760","109,048",[x],"133,234","133,039","128,590","125,634","132,056","145,622","160,872","161,362","167,100","173,912","172,856","172,940","186,198","199,984","206,654","214,644","54,194","157,458","193,630","224,702","267,220"
